,Title,Locality,Building/Area,Price,Area,Number_of_Bedrooms,Number_of_Bathrooms,Description
3331,2 BHK Independent Builder Floor for rent in Bagalur Main Road,Bagalur Main Road,,15000,1100,2,2,Independent/builder floor is available for rent.Construction ages only 0-1 years old propertysituated in bagalur main road.Area of the construction is 1100.00 sq.Ft.(Builtup area)  it has been unfurnished.It has good design of 2 bedrooms. Non-Stop water supply in 2 bathrooms .It has been priced at rs 15000.Located on 3rd floor out of 4.  3 km from dps and airport. Near rewa university .
3332,3 BHK Residential Apartment for rent in Suraksha Nagar,Suraksha Nagar,SNN Raj Serenity,26500,1560,3,3,"3 bhk flat available for rent in bannerghatta road, bangalore south. It is located in snn raj serenity, which is a very good society. The space is semifurnished, located on 9th floor of 14 floors. It has 3 bedrooms, 3 bathrooms and 2 balcony(S). The flat is built on the principles of feng-Shui/vaastu. It is an ideal accommodation for all and has a super built-Up area of 1560 sq. Ft. It includes 3 wardrobe(S), 1 modular kitchen, 3 geyser(S), 5 fan(S), 19 light(S), 1 chimney(S) and 1 exhaust fan(S) and has facilities like intercom facility, lift(S), maintenance staff, park, visitor parking, water storage and security/fire alarm etc. In addition, it has vitrified flooring. It is a 1-5 year old property. Since it is located in a gated society, you can be assured of security. The flat is north facing. There is 1 covered parking and 0 open parking. Full power back up. Available for a monthly rent of rs. 31000 and a security deposit of rs. 200000."
3333,3 BHK Residential Apartment for rent in NR Colony,NR Colony,Shivas Realty,36000,1500,3,3,"An excellent 3 bhk residential apartment for rent in nr colony, bangalore south. It is a very good property and has 2 balcony(s) which make the apartment more spacious. It is available for family. We are looking for rs. 36000. It is on the 1st floor. 1 covered parking."
3334,2 BHK Independent Builder Floor for rent in OMBR Layout,OMBR Layout,Naidus House,15000,1000,2,1,2 bhk 24 hours kavery water 2 weelers parking
3335,3 BHK Residential Apartment for rent in Rajaji Nagar,Rajaji Nagar,Brigade Gateway,50700,1640,3,3,"An excellent 3 bhk residential apartment for rent in rajaji nagar, bangalore west. It is a very good property and has 2 balcony(s) which make the apartment more spacious. In addition, it has study room and pooja room and is available for all. We are looking for rs. 50700, however, the price is negotiable. It is on the 9th floor and has vitrified flooring. It is an east facing property and has intercom facility, lift(s), piped-Gas, maintenance staff, visitor parking, water storage and security/fire alar etc. The society too has features like club house/community center, fitness centre/gym, security personnel, water softening plant, swimming pool, shopping centre and park which adds to the attractiveness of the property. 0 open parking. 1 covered parking. Full power back up."
3336,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,35000,1861,3,4,"An excellent 3 bhk residential apartment for rent in konanakunte, bangalore south. It is a very good property and has 2 balcony(s) which make the apartment more spacious. In addition, it has pooja room, study room and servant room and is available for all. We are looking for rs. 35000. It is on the 15th floor and has vitrified flooring. It is an east facing property and has lift(s), maintenance staff, visitor parking, water storage, security/fire alarm, intercom facility and internet/wi-Fi connectivity etc. The society too has features like club house/community center, fitness centre/gym, swimming pool, shopping centre, park, water softening plant and security personnel which adds to the attractiveness of the property. 1 covered parking. Full power back up."
3337,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,34000,1748,3,4,Prestige falcon city is a prestigious project by prestige developers at south bangalore located on kanakpura road at kolkata junction just behind prestige forum mall and konanakunte cross metro station this location is easily accessible to mysore road bangalore city nice road and bannerghatta road and very close to the upcoming columbia asia hospital and prestige software tech park and this project has got 50% open space left for landscape garden children's play area for mountain club house swimming pool gym health club billiards table tennis multipurpose all squash tennis court basketball court badminton court billiards table tennis multi purpose hall car parking etc
3338,4 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,50000,2726,4,6,Prestige falcon city is a prestigious project by prestige developers at south bangalore located on kanakpura road at kolkata junction just behind prestige forum mall and konanakunte cross metro station this location is easily accessible to mysore road bangalore city nice road and bannerghatta road and very close to the upcoming columbia asia hospital and prestige software tech park and this project has got 50% open space left for landscape garden children's play area for mountain club house swimming pool gym health club billiards table tennis multipurpose all squash tennis court basketball court badminton court billiards table tennis multi purpose hall car parking etc
3339,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,45000,2172,3,5,Prestige falcon city is a prestigious project by prestige developers at south bangalore located on kanakpura road at kolkata junction just behind prestige forum mall and konanakunte cross metro station this location is easily accessible to mysore road bangalore city nice road and bannerghatta road and very close to the upcoming columbia asia hospital and prestige software tech park and this project has got 50% open space left for landscape garden children's play area for mountain club house swimming pool gym health club billiards table tennis multipurpose all squash tennis court basketball court badminton court billiards table tennis multi purpose hall car parking etc
3340,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,40000,1861,3,4,Prestige falcon city is a prestigious project by prestige developers at south bangalore located on kanakpura road at kolkata junction just behind prestige forum mall and konanakunte cross metro station this location is easily accessible to mysore road bangalore city nice road and bannerghatta road and very close to the upcoming columbia asia hospital and prestige software tech park and this project has got 50% open space left for landscape garden children's play area for mountain club house swimming pool gym health club billiards table tennis multipurpose all squash tennis court basketball court badminton court billiards table tennis multi purpose hall car parking etc
3341,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,40000,1748,3,4,"3 bhk flat available for rent in konanakunte, bangalore south. It is located in prestige falcon city, which is a very good society. The space is semi furnished, located on 19th floor of 31 floors. It has 3 bedrooms, 4 bathrooms and 2 balcony(s). The flat is built on the principles of feng-Shui/vaastu. It is an ideal accommodation for all and has a super built-Up area of 1748 sq. Ft. It includes 3 wardrobe(s), 1 modular kitchen, 3 geyser(s), 4 fan(s), 7 light(s), 1 chimney(s) and 1 exhaust fan(s) and has facilities like lift(s), park, visitor parking, maintenance staff, security/fire alarm, intercom facility and water storage etc. In addition, it has vitrified flooring. It is a 0-1 year old property. Since it is located in a gated society, you can be assured of security. The flat is north-East facing. There is 1 covered parking. Full power back up. Available for a monthly rent of rs. 45000 and a security deposit of 10 months rent."
3342,3 Bedroom Independent House for rent in Sector 4 HSR Layout,Sector 4 HSR Layout,Ldr Residents,70000,2400,3,3,"Semifinished north facing beautiful duplex house with office room with servent room, in prime location sector 4, excellent woodwork, morbal flooring, all teak wood furniture, suitable for company guest house or decent family, call me for booking."
3344,2 BHK Residential Apartment for rent in Muthurayya Swamy Layout,Muthurayya Swamy Layout,Hinduja Lake Front Estate,25000,1360,2,2,"Excellent semi furnished 2bhk flat, 1355 sqft with modular kitchen and chimney, excellent interiors like wardrobes and electrical fittings, apartment complex has got 24 hrs water, 24 hrs backup, security and car parking. Amenities like, pool, gym, healthclub, table tennis, billiards etc nearby reputed schools and colleges, supermarket, atm facilty, hospitals, auto stand and frequent bus facility. Rent is 25k including maintenance charges,

Near by royal meenakshi mall and meenakshi temple, near by schools are bgs, nps, dps, kumarans, psbb, sri chaitanya techno school, samhitha academy, sherwood high, greenwood high etc..
 Near by hospitals like fortis, apollo, jayadeva cardiology, sagar hospitals etc..
This location is very close to nice road, its 9km from electronic city, 3km from kalyani magnum tech park, hsbc & iim
Very good access road to global village tech park mysore road"
3345,2 BHK Independent Builder Floor for rent in Avalahalli,Avalahalli,,7500,1200,2,1,"Independent/builder floor is available for rent.Situated in avalahalli.It has been unfurnished.It has good design of 2 bedrooms. Non-Stop water supply in 1 bathroom .Area of the construction is 1200.00 sq.Ft.(Builtup area)  it has been priced at rs 7500.Located on 2nd floor out of 3.Construction ages only 1-5 years old property. Schoold nearby, 500m to bus stop, safalmarket is nearby, whitefield is nearby in 6-7kms."
3346,2 BHK Independent Builder Floor for rent in Banashankari Stage II,Banashankari Stage II,,22000,900,2,2,"Nine nine eight zero four five two nine five four 2bhk house for rent in bsk stage ii
 Additional details :

 The house has muncipal supply.
No power backup available.
Piped gas facility is available.
The property is facing a park."
3347,2 BHK Independent Builder Floor for rent in Banashankari Stage II,Banashankari Stage II,,22000,900,2,2,"Nine nine eight zero four five two nine five four 2bhk house for rent in bsk stage ii
 Additional details :

 The house has muncipal supply.
No power backup available.
Piped gas facility is available.
The property is facing a park."
3348,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,31000,1370,3,2,"This is an excellent 3 bhk flat for rent in konanakunte, bangalore south. It is a part of prestige falcon city and is 0-1 year old. It has 2 bathroom(s). This apartment is available for all. It has a super built-Up area of 1370 sq. Ft. The built-Up area is 1300 sq. Ft. The carpet area is 1270 sq. Ft.
The apartment has a single balcony.
In addition to the 3 bedroom(s), the property also has a pooja room.
Situated on the 13th of 31 floors, it is a semifurnished apartment with 3 wardrobe(s), 1 modular kitchen, 2 geyser(s), 6 fan(s), 16 light(s), 1 curtain(s), 1 chimney(s) and 1 exhaust fan(s) with vitrified flooring.
It is an east facing apartment. It faces a 100 feet wide road. The apartment is feng-Shui/vaastu compliant.
To convinience, the society has features like lift(s), park, maintenance staff, visitor parking, water storage, security/fire alarm and intercom facility. Additionally, the society has various amenities like club house/community center, fitness centre/gym, swimming pool, shopping centre, water softening plant and security personnel. It is a corner property.
It is in a gated society.
The society offers full power back-Up.
There is one covered parking.
The expected monthly rental is rs. 31000/-. The security amount is a fixed amount of rs. 250000.
The brokerage amount is rs. 31000(Fixed).
 The maintenance cost is rs. 1 monthly.
The booking amount is rs. 10000."
3349,2 Bedroom Independent House for rent in Kothnoor Dinne,Kothnoor Dinne,,15000,1000,2,1,Interested to rent independent house/villa.It has spacious 2 bedrooms and 1 bathroom. .Nice unfurnished enhancing decorplaced at kothnoor dinne.1000.00 sq.Ft.(Builtup area)  is the area of the propertywant to rent it for rs 15000.It is a 1-5 years old property construction
3350,2 BHK Independent Builder Floor for rent in Netaji Layout,Netaji Layout,,7500,1200,2,1,Independent/builder floor is available for rent.Situated in netaji layout.It has been unfurnished.It has good design of 2 bedrooms. Non-Stop water supply in 1 bathroom .Area of the construction is 1200.00 sq.Ft.(Builtup area)  it has been priced at rs 7500.Located on 2nd floor out of 2.Construction ages only 1-5 years old property
3351,1 BHK Independent Builder Floor for rent in BTM 4th Stage,BTM 4th Stage,,10500,550,1,1,Independent/builder floor is available for rent.Located on ground floor out of 4.Situated in btm 4th stage.It has been unfurnished.It has good design of 1 bedroom. Non-Stop water supply in 1 bathroom .Area of the construction is 550.00 sq.Ft.(Builtup area)  it has been priced at rs 10500.Construction ages only 1-5 years old property  college is nearby
3352,1 BHK Independent Builder Floor for rent in Devasandra,Devasandra,,8000,450,1,1,Independent/builder floor is available for rent.Situated in devasandra.It has been unfurnished.It has good design of 1 bedroom. Non-Stop water supply in 1 bathroom .Area of the construction is 450.00 sq.Ft.(Builtup area)  it has been priced at rs 8000.Located on 1st floor out of 4.Construction ages only 1-5 years old property
3353,1 Bedroom Independent House for rent in Doddanagamangala,Doddanagamangala,,3500,400,1,1,Interested to rent independent house/villa.It is a 1-5 years old property constructionplaced at doddanagamangala.400.00 sq.Ft.(Builtup area)  is the area of the propertynice unfurnished enhancing decorit has spacious 1 bedroom and 1 bathroom. .Want to rent it for rs 3500. This is a portion of ground floor
3354,1 Bedroom Independent House for rent in Doddanagamangala,Doddanagamangala,,3501,400,1,1,Interested to rent independent house/villa.Placed at doddanagamangala.Nice unfurnished enhancing decorit has spacious 1 bedroom and 1 bathroom. .400.00 sq.Ft.(Builtup area)  is the area of the propertywant to rent it for rs 3500.It is a 1-5 years old property construction
3355,1 BHK Independent Builder Floor for rent in Kothnoor Dinne,Kothnoor Dinne,,5250,300,1,1,Independent/builder floor is available for rent.Situated in kothnoor dinne.It has been unfurnished.It has good design of 1 rk. Non-Stop water supply in 1 bathroom .Area of the construction is 300.00 sq.Ft.(Builtup area)  it has been priced at rs 5250.Located on 3rd floor out of 3.Construction ages only 1-5 years old property  the property has two wheeler parking space available
3356,1 BHK Independent Builder Floor for rent in Mchs Colony,Mchs Colony,,6500,300,1,1,Independent/builder floor is available for rent.It has good design of 1 bedroom. Non-Stop water supply in 1 bathroom .It has been unfurnished.Situated in mchs colony.Area of the construction is 300.00 sq.Ft.(Builtup area)  it has been priced at rs 6500.Located on ground floor out of 2.Construction ages only 1-5 years old property  the property has two wheeler parking space available
3358,2 BHK Residential Apartment for rent in Cooke Town,Cooke Town,Cookes Town,45000,1500,2,2,"This is a spacious and thoughtfully designed 2 bhk apartment for rent in cooke town, bangalore east. This 1-5 year old property is a part of cookes town. It is on the 1st floor of 4 floors and has a super built-Up area 1500 sq. Ft. The built-Up area is 1450 sq. Ft. And the carpet area is 1400 sq. Ft. This well designed apartment has 2 bathroom(s). This is an east facing apartment. Only families can rent the apartment. The apartment with vitrified flooring has 2 balconies.
You get this apartment semi furnished with 2 wardrobe(s), 1 modular kitchen, 3 fan(s) and 4 light(s).
The society is equipped with features like lift(s) and water storage. You get uninterruptable power supply as the society has full power back up. The apartment is available at a monthly rent of rs. 45000/-. There are also some additional costs like security of rs. 450000."
3359,1 BHK Residential Apartment for rent in B Narayanapura,B Narayanapura,Tejus Niwas,14500,600,1,1,"1 bhk flat available for rent in b narayanapura mahadevpura, bangalore east. It is located in tejus niwas, which is a very good society. The space is semifurnished, located on 2nd floor of 5 floors. It has 1 bedrooms, 1 bathrooms. The flat is built on the principles of feng-Shui/vaastu. It is an ideal accommodation for all and has a super built-Up area of 600 sq. Ft. It includes 1 wardrobe(s), 1 modular kitchen, 1 geyser(s), 2 fan(s) and 4 light(s) and has facilities like lift(s) and security/fire alarm etc. In addition, it has vitrified flooring. It is a 0-1 year old property. The flat is west facing. Partial power back up. Available for a monthly rent of rs. 14500 and a security deposit of rs. 80000."
3360,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,37000,1591,3,3,"A beautiful 3 bhk flat for rent in konanakunte, bangalore south is available. This 0-1 year old property is on the 19th floor of 31 floors. It has 3 bathroom(s).
Spacious and thoughtfully designed, it has a super built-Up area of 1591 sq. Ft. This is a semifurnished apartment with a single balcony.
The flat is a corner property in a gated society.
It comes with a 3 wardrobe(s), 1 modular kitchen, 3 geyser(s), 5 fan(s), 11 light(s), 1 stove(s), 1 curtain(s), 1 chimney(s) and 1 exhaust fan(s).
 With vitrified flooring. This vaastu/feng shui compliant property has a 30 feet wide road in the front. It is a north facing apartment.
The society has features like club house/community center, fitness centre/gym, lift(s), swimming pool, park, visitor parking, water storage, intercom facility, security/fire alarm, piped-Gas and internet/wi-Fi connectivity. It is also equipped with amenities like club house/community center, fitness centre/gym, swimming pool, shopping centre and park. With full power back up, the society has other features like shopping centre and waste disposal. There is one covered parking. The rent of this property is rs. 37000/-. Other than rent, there will be a security of 10 times the rent. The brokerage amount is rs 37000(Fixed).
The booking amount is rs. 20000."
3361,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,34000,1603,3,3,"This is an excellent 3 bhk flat for rent in konanakunte, bangalore south. It is a part of prestige falcon city and is 0-1 year old. It has 3 bathroom(s). This apartment is available for all. It has a super built-Up area of 1603 sq. Ft. The built-Up area is 1553 sq. Ft. The carpet area is 1503 sq. Ft.
The apartment has a single balcony.
In addition to the 3 bedroom(s), the property also has a pooja room.
Situated on the 31st of 31 floors, it is a semifurnished apartment with 3 wardrobe(s), 1 modular kitchen, 3 geyser(s), 6 fan(s), 14 light(s), 1 curtain(s), 1 chimney(s) and 1 exhaust fan(s) with vitrified flooring.
It has a piped-Gas and internet/wi-Fi connectivity. It is an east facing apartment. It faces a 100 feet wide road. The apartment is feng-Shui/vaastu compliant.
To convinience, the society has features like lift(s), park, maintenance staff, visitor parking, water storage, security/fire alarm and intercom facility. Additionally, the society has various amenities like club house/community center, fitness centre/gym, swimming pool, shopping centre, water softening plant and security personnel. It is a corner property.
It is in a gated society.
The society offers full power back-Up.
There is one covered parking.
The expected monthly rental is rs. 34000/-. The security amount is a fixed amount of rs. 250000.
The brokerage amount is rs. 34000(Fixed)."
3362,2 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,31200,1218,2,2,"A 2 bhk flat for rent in konanakunte, bangalore south is available. It is a spacious and thoughtfully designed apartment. This apartment with a single balcony is a part of prestige falcon city.
This apartment has 2 bathroom(s).
The 2 bhk apartment has a super built-Up area of 1218 sq. Ft. The built-Up area is 1158 sq. Ft. The carpet area is 1118 sq. Ft.
 It is on the 27th of 31 floors and is available for all.
It is a semifurnished apartment with 2 wardrobe(s), 1 modular kitchen, 2 geyser(s), 4 fan(s), 1 curtain(s), 1 chimney(s) and 1 exhaust fan(s).
The apartment with 100-Feet wide road at the front is vaastu/feng-Shui compliant. The flat is east facing with vitrified flooring.
It is a 0-1 year old property in a gated society.
The society has many features for the benefits of residents. Some of them include club house/community center, fitness centre/gym, lift(s), swimming pool, shopping centre, park, visitor parking, water storage, security/fire alarm, intercom facility, water softening plant, rain water harvesting, waste disposal and security personnel.
It also has amenities like club house/community center, fitness centre/gym, swimming pool, shopping centre, park, water softening plant and security personnel.
The society offers full power back up.
There is one covered parking.
The expected monthly rental of this apartment is rs. 31200/-. Some of the additional costs include security of rs. 200000/- (Fixed). The brokerage amount is rs 31200/- (Fixed)."
3363,2 Bedroom Independent House for rent in Arekere,Arekere,,13000,1100,2,2,"2 bhk house for rent,Near sai baba temple/rto, Arekere,Btm layout 4th stage,Off bannerghatta road. Rent amt: Rs.14000/- And advance: Rs. 100000/-. This advertise posted by owner, If interested please contact mobile or email."
3364,4 Bedroom Independent House for rent in Sahakara Nagar,Sahakara Nagar,,47000,1200,4,4,Independent duplex house split level
3365,2 BHK Independent Builder Floor for rent in Balaji Layout,Balaji Layout,,12000,525,2,2,Independent/builder floor is available for rent.Construction ages only 1-5 years old propertysituated in balaji layout.Area of the construction is 525.00 sq.Ft.(Builtup area)  it has been semifurnished.It has good design of 2 bedrooms. Non-Stop water supply in 2 bathrooms .It has been priced at rs 12000.Located on 2nd floor out of 3.
3366,1 BHK Residential Apartment for rent in Shirdi Sai Baba Nagar,Shirdi Sai Baba Nagar,Royal heights,20000,500,1,1,"Cery close to itpl and marthahalli . 1 bhk flat available for rent in shirdi sai baba nagar, bangalore east. It is located in royal heights, which is a very good society. The space is fully furnished, located on 2nd floor of 6 floors. It has 1 bedrooms, 1 bathrooms and 1 balcony(s). It is an ideal accommodation for all and has a super built-Up area of 500 sq. Ft. It includes 1 wardrobe(s), 1 bed(s), 1 modular kitchen, 1 fridge(s), 1 geyser(s), 2 fan(s), 5 light(s), 1 stove(s), 1 washing machine(s), 1 curtain(s) and 1 exhaust fan(s). It is a 0-1 years. There is 1 covered parking and 1 open parking. Available for a monthly rent of rs. 20, 000 and a security deposit of rs. 50000."
3367,2 Bedroom Independent House for rent in Doddabommasandra,Doddabommasandra,,11000,1500,2,1,Gr floor new 2 bhk one bath room semifurnished with 2 wheeler parking neaar krishna temple road 1km from arch
3368,3 Bedroom Independent House for rent in Himagiri Meadows,Himagiri Meadows,,26000,1200,3,3,"Pls call m,e for more details kiran
 
 Additional details :

Having a provision to park 2 cars.
You can easily park your car inside the compound
There is also a separate washroom for domestic help.
 The house has boring supply.
The kitchen has been built with modular fittings.
Piped gas facility is available.
The property is facing a beautiful park."
3369,4 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,62000,2726,4,6,"A very good 4 bhk flat for rent in prestige falcon city, konanakunte, bangalore south. It is a superb property and offers an excellent view. The flat is semifurnished with multiple amenities and promises a comfortable stay. It is feng shui/vaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a piped-Gas and water purifie. Indeed, the society too has multiple facilities for enjoyment, such as club house/community center, fitness centre/gym, swimming pool, shopping centre, security personnel and water softening plant etc. It also has rain water harvesting system. It has a super built-Up area of 2726 sq. Ft. Other facilities include lift(s), park, visitor parking, water storage, security/fire alarm and intercom facility etc. It also has vitrified flooring. North-East facing. 1 covered parking. Power back up."
3370,1 BHK Residential Apartment for rent in Garudachar Palya,Garudachar Palya,Uniidus Acropolis,16000,600,1,1,"This is a beautiful 1 bhk flat for rent in garudachar palya mahadevpura, bangalore east. It is a part of uniidus acropolis and has a super built-Up area of 600 sq. Ft.
This apartment is on the 3rd floor of 4 floors. It is available to families, single men and single women.
This apartment has 1 bathroom(s).
This is a west facing flat and has vitrified tiles. It is in a gated society.
The furnishings include 1 wardrobe(s), 1 modular kitchen, 1 geyser(s), 2 fan(s) and 5 light(s).
This property has an expected monthly rental of rs. 16000/-. Some of the additional costs include security of rs. 100000. The brokerage amount is rs 18000(Fixed).
The maintenance cost is rs. 2000 monthly.
The booking amount is rs. 18000. 
It is a feng-Shui/ vaastu compliant apartment.
The society has many features for the benefits of residents. Some of them include fitness centre/gym, intercom facility, lift(s), security personnel, club house/community center, park, rain water harvesting, swimming pool and security/fire alarm.
It also has amenities like fitness centre/gym, security personnel, club house/community center, park and swimming pool.
The society offers full power back up.
There is one covered parking."
3371,1 BHK Independent Builder Floor for rent in 7th Phase JP Nagar,7th Phase JP Nagar,,10000,1100,1,1,Near brigade millennium and capital school and metro station yelachenahalli and big bazaar and good location and vastu near by hospitals pls contact sanvika realtors
3372,3 BHK Residential Apartment for rent in Chinnappa Layout,Chinnappa Layout,Shilpitha Annex,44000,1800,3,3,"A wonderful 3 bhk (Shilpitha annex)flat (Gated society) for rent in mahadevapura in chinnappa layout,very close to bus stop.1 km emc2 and samsung office and 1.5 km to marathahalli.It is 1km distance for krp railway station.The flat having a very spacious and having a good ventilation consists of feiug/ vasthu comfortable to stay and having a all basic amenities like lift ,security, power backup,cctv,car parking, childerns play area,garden,gym,etc it is perfect for family and bachelors,very near to all basic daily needs.Those who have interest contact us to visit the property."
3373,1 Bedroom Independent House for rent in Jigani,Jigani,patalamma layout,7500,1200,1,1,"Peaceful location within layout.
Brand new house,north east corner with complete vaastu.
Ready to occupy with semi-Furnishing on need basis.
200mts from jigani fruit & vegetable market.
Walkable to apc circle & jigani industrial area."
3375,3 BHK Residential Apartment for rent in Thanisandra,Thanisandra,Sobha Chrysanthemum,27000,1860,3,3,"An excellent 3 bhk residential apartment for rent in thanisandra, bangalore north. It is a very good property and has 2 balcony(s) which make the apartment more spacious. It is available for family. We are looking for rs. 27000. It is on the 4th floor. 1 covered parking."
3376,2 BHK Residential Apartment for rent in Jagadish Nagar,Jagadish Nagar,Soorya,29000,1300,2,2,"An excellent 2 bhk residential apartment for rent in jagadish nagar, bangalore east. It is a very good property and has 2 balcony(s) which make the apartment more spacious. It is available for all. We are looking for rs. 29000. It is on the 2nd floor. 1 open parking. 1 covered parking."
3377,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,32000,1588,3,3,"When you make prestige falcon city your home, you will be living in of one of the best developments in south bangalore. This state-Of-The-Art compendium of high-Rise towers comprises a conglomeration of 2,520 world-Class apartments. Added to that is a massive retail area and the largest forum mall in bangalore, all conceptualised by prestige. Home to a sprawling clubhouse, an entertainment zone & a huge cultural & convention centre; Every feature is benchmarked with the global best, to offer a life that is rarely obtainable elsewhere. Explore this micro-Site to find out everything you wanted to know about this new prestige project on kanakapura road and discover more about a home thats been drawn from your mind. Also, make sure you submit your details in the express interest form of this page, so that one of our executives could get in touch with you.




Specifications - Prestige falcon city
General

Structure

Rcc framed structure with rcc shear wall.
Cement blocks for all walls wherever needed.


Lift
Passenger and service lifts of suitable capacity in every block.


Flooring
Vitrified / ceramic tiles in the foyer, living, dining, corridors and all bedrooms.
Anti skid ceramic tiles in balconies.

 

Kitchen
Ceramic / vitrified tiled flooring
Ceramic tile dado for 2 feet over a granite counter.
Chrome plated tap with single bowl single drain steel sink.
Ceramic / vitrified tile flooring and ceramic dado in the utility.


Toilets
Anti skid ceramic tiles for flooring with ceramic tile on walls upto false ceiling.
Granite counter with ceramic wash basin in the master toilet.
Pedestal wash basins in the other toilets
Ewcs and chrome plated fittings
Chrome plated tap with shower mixer.
Geysers in all toilets except the maids toilets.
Suspended pipelines in toilets concealed within the grid false ceiling.

 

Internal doors
Main door  8 feet high opening with pre moulded flush shutter and frame in wood, polished on both sides.
Other internal doors- 7 feet with wooden frames and flush shutters


External doors and windows
Aluminum/ upvc frames and sliding / openable shutters for all external doors.
3 track aluminum/ upvc framed shutters with clear glass and provision for mosquito mesh shutters.
Ms designer grill, enamel painted, for ground floor apartments only.


Electrical
All electrical wiring is concealed and uses pvc isolated copper wires with modular switches.
Sufficient power outlets and light points provided for
4 kw power will be provided for 2 & 2.5 bed units
6.4 kw power will be provided for 3 bed units
8 kw power will be provided for 4 bed units
Tv and telephone points provided in the living area and all bedrooms
Split ac provision in living area and in all bedrooms
Elcb and individual meters will be provided for all apartments.


Dg power
Generator will be provided for all common services, 100% backup power will be provided for all apartments at extra cost.


Lobby
Elegant ground floor lobby flooring and cladding in granite/marble.
Upper floors lobby flooring in vitrified tiles and lift cladding in marble/granite.
All lobby walls in texture paint and ceilings in obd
Service staircase and service lobby in kota with texture paint in walls.

 

Maids room
Vitrified / ceramic tile flooring and dado in the maids room and toilet.


Painting
Texture paint / cement paint on external walls
Distemper on internal walls and ceilings
Enamel paint on all railings.

 

Security system
Cctv coverage security cabins at all entry / exits."
3378,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,32000,1588,3,3,"When you make prestige falcon city your home, you will be living in of one of the best developments in south bangalore. This state-Of-The-Art compendium of high-Rise towers comprises a conglomeration of 2,520 world-Class apartments. Added to that is a massive retail area and the largest forum mall in bangalore, all conceptualised by prestige. Home to a sprawling clubhouse, an entertainment zone & a huge cultural & convention centre; Every feature is benchmarked with the global best, to offer a life that is rarely obtainable elsewhere. Explore this micro-Site to find out everything you wanted to know about this new prestige project on kanakapura road and discover more about a home thats been drawn from your mind. Also, make sure you submit your details in the express interest form of this page, so that one of our executives could get in touch with you.




Specifications - Prestige falcon city
General

Structure

Rcc framed structure with rcc shear wall.
Cement blocks for all walls wherever needed.


Lift
Passenger and service lifts of suitable capacity in every block.


Flooring
Vitrified / ceramic tiles in the foyer, living, dining, corridors and all bedrooms.
Anti skid ceramic tiles in balconies.

 

Kitchen
Ceramic / vitrified tiled flooring
Ceramic tile dado for 2 feet over a granite counter.
Chrome plated tap with single bowl single drain steel sink.
Ceramic / vitrified tile flooring and ceramic dado in the utility.


Toilets
Anti skid ceramic tiles for flooring with ceramic tile on walls upto false ceiling.
Granite counter with ceramic wash basin in the master toilet.
Pedestal wash basins in the other toilets
Ewcs and chrome plated fittings
Chrome plated tap with shower mixer.
Geysers in all toilets except the maids toilets.
Suspended pipelines in toilets concealed within the grid false ceiling.

 

Internal doors
Main door  8 feet high opening with pre moulded flush shutter and frame in wood, polished on both sides.
Other internal doors- 7 feet with wooden frames and flush shutters


External doors and windows
Aluminum/ upvc frames and sliding / openable shutters for all external doors.
3 track aluminum/ upvc framed shutters with clear glass and provision for mosquito mesh shutters.
Ms designer grill, enamel painted, for ground floor apartments only.


Electrical
All electrical wiring is concealed and uses pvc isolated copper wires with modular switches.
Sufficient power outlets and light points provided for
4 kw power will be provided for 2 & 2.5 bed units
6.4 kw power will be provided for 3 bed units
8 kw power will be provided for 4 bed units
Tv and telephone points provided in the living area and all bedrooms
Split ac provision in living area and in all bedrooms
Elcb and individual meters will be provided for all apartments.


Dg power
Generator will be provided for all common services, 100% backup power will be provided for all apartments at extra cost.


Lobby
Elegant ground floor lobby flooring and cladding in granite/marble.
Upper floors lobby flooring in vitrified tiles and lift cladding in marble/granite.
All lobby walls in texture paint and ceilings in obd
Service staircase and service lobby in kota with texture paint in walls.

 

Maids room
Vitrified / ceramic tile flooring and dado in the maids room and toilet.


Painting
Texture paint / cement paint on external walls
Distemper on internal walls and ceilings
Enamel paint on all railings.

 

Security system
Cctv coverage security cabins at all entry / exits."
